,民國110年02月,,,,,,,Feb-21,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月底收盤價,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),End-of-,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,Month,Price of,Date of,Price of,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Closing,Monthly,Monthly,Monthly,Monthly,Turnover
,,,,(Note 1),(Note 2),Price,High,High,Low,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
085719 統一中信09購01,"60,800","70,000",5,0.87,0.86,0.81,0.91,2月25日,0.81,2月26日,
085720 台塑中信0B購01,"47,500","50,000",1,0.95,0.95,0.95,0.95,2月24日,0.95,2月24日,
085721 廣宇中信0A購01,"83,830","65,000",6,1.29,1.32,1.28,1.41,2月25日,1.22,2月26日,
085723 華碩中信0A購01,"358,410","732,000",21,0.49,0.51,0.49,0.55,2月24日,0.46,2月26日,
085724 友達中信0A購01,"107,410","92,000",16,1.17,1.1,1.08,1.27,2月25日,0.95,2月24日,
085725 亞光中信0A購01,"1,500","4,000",2,0.38,0.38,0.38,0.38,2月26日,0.37,2月26日,
085726 聯詠中信08購01,"14,900","40,000",3,0.37,0.36,0.36,0.39,2月26日,0.36,2月26日,
085727 健策中信08購01,"20,750","50,000",2,0.42,0.42,0.38,0.45,2月24日,0.38,2月25日,
085728 祥碩中信08購01,"12,700","17,000",6,0.75,0.74,0.76,0.76,2月25日,0.73,2月25日,
085730 中纖兆豐08購01,"492,890","350,000",13,1.41,1.42,1.4,1.45,2月24日,1.36,2月26日,
085731 鴻海兆豐0B購01,"222,280","334,000",8,0.67,0.66,0.61,0.7,2月25日,0.61,2月26日,
085732 鴻海兆豐0B購02,"3,208,900","3,932,000",47,0.82,0.81,0.75,0.87,2月25日,0.74,2月26日,
085733 精英兆豐08購01,"267,640","203,000",22,1.32,1.33,1.33,1.39,2月26日,1.22,2月26日,
085734 旺宏兆豐08購01,"36,910","49,000",4,0.75,0.76,0.72,0.81,2月25日,0.71,2月25日,
085735 南亞科兆豐08購02,"5,950","5,000",3,1.19,1.14,1.07,1.22,2月25日,1.07,2月26日,
085736 中壽兆豐08購01,"3,800","4,000",2,0.95,0.94,0.92,0.96,2月25日,0.92,2月26日,
085737 新光金兆豐08購01,"169,500","252,000",5,0.67,0.68,0.65,0.7,2月25日,0.65,2月26日,
085739 創意兆豐09購01,"31,800","20,000",1,1.59,1.59,1.59,1.59,2月25日,1.59,2月25日,
085740 創意兆豐09購02,"2,235,590","1,104,000",11,2.02,2.03,2.01,2.25,2月25日,1.68,2月24日,
085741 祥碩兆豐09購01,"369,110","480,000",10,0.77,0.77,0.73,0.82,2月25日,0.73,2月26日,
085743 華泰永豐08購01,"668,980","1,240,000",31,0.54,0.55,0.59,0.61,2月26日,0.45,2月26日,
085744 精英永豐08購01,"105,640","157,000",10,0.67,0.66,0.65,0.7,2月26日,0.65,2月26日,
085745 光罩永豐08購02,"21,650","40,000",3,0.54,0.54,0.54,0.55,2月24日,0.54,2月24日,
085746 王品永豐08購01,"3,675,530","2,891,000",99,1.27,1.32,1.36,1.43,2月26日,1.13,2月25日,
085748 聯陽永豐08購02,"93,330","130,000",7,0.72,0.7,0.69,0.77,2月24日,0.69,2月26日,
085749 全漢永豐08購02,"557,810","1,043,000",52,0.53,0.53,0.45,0.84,2月24日,0.43,2月26日,
085750 亞光永豐08購03,"226,660","195,000",12,1.16,1.16,1.15,1.21,2月26日,1.11,2月26日,
085751 玉晶光永豐08購04,"111,820","104,000",24,1.08,1.04,1.02,1.22,2月24日,1,2月25日,
085752 健策永豐08購01,"45,000","100,000",1,0.45,0.45,0.45,0.45,2月26日,0.45,2月26日,
085753 松翰永豐08購02,"32,220","53,000",9,0.61,0.59,0.56,0.66,2月25日,0.56,2月26日,
085755 安集永豐08購02,"339,290","295,000",20,1.15,1.12,1.11,1.27,2月24日,1.02,2月26日,
085759 臺股指麥證09購03,"173,930","103,000",5,1.69,1.66,1.66,1.72,2月26日,1.66,2月26日,
085760 廣宇日盛08購01,"1,148,200","524,000",68,2.19,2.18,2.17,2.43,2月25日,2.03,2月26日,
085763 台灣50凱基08購06,"90,750","116,000",5,0.78,0.76,0.76,0.85,2月26日,0.76,2月26日,
085764 上証2X凱基0A購04,"46,350","50,000",5,0.93,0.94,0.91,1.02,2月25日,0.85,2月26日,
085766 聯電凱基08購13,"2,010","1,000",1,2.01,2.01,2.01,2.01,2月26日,2.01,2月26日,
085767 鴻海凱基08購22,"529,180","615,000",20,0.86,0.86,0.8,0.91,2月26日,0.8,2月26日,
085768 台積電凱基08購33,"8,820","11,000",3,0.8,0.79,0.79,0.82,2月26日,0.79,2月26日,
085769 旺宏凱基08購07,"287,500","164,000",7,1.75,1.72,1.76,1.85,2月25日,1.54,2月24日,
085770 南亞科凱基08購04,"43,880","29,000",5,1.51,1.46,1.52,1.58,2月24日,1.4,2月24日,
085771 聯發科凱基08購22,"404,500","440,000",8,0.92,0.91,0.8,0.99,2月24日,0.8,2月26日,
085773 亞光凱基08購03,"279,500","259,000",14,1.08,1.02,1.03,1.23,2月24日,0.94,2月26日,
085774 晶技凱基08購02,"140,800","170,000",4,0.83,0.81,0.77,0.85,2月25日,0.77,2月26日,
085776 祥碩凱基08購05,"115,530","99,000",9,1.17,1.17,1.13,1.22,2月25日,1.09,2月26日,
085778 京鼎日盛08購01,"155,040","96,000",9,1.62,1.62,1.64,1.64,2月25日,1.59,2月24日,
085779 聯電元大08購09,"1,670,600","611,000",21,2.73,2.82,2.59,3.07,2月24日,2.58,2月26日,
08577P 臺指2X中信03售01,210,"21,000",2,0.01,0.01,0.01,0.01,2月17日,0.01,2月17日,
085780 聯電元大0C購03,"61,600","50,000",2,1.23,1.22,1.16,1.28,2月24日,1.16,2月26日,
085781 聯電元大0C購04,"160,480","153,000",15,1.05,1.04,1.01,1.11,2月24日,1.01,2月26日,
085783 國巨元大0C購02,"9,280","6,000",2,1.55,1.54,1.53,1.55,2月24日,1.53,2月25日,
085784 精英元大09購01,"1,123,070","700,000",36,1.6,1.59,1.62,1.68,2月26日,1.54,2月24日,
085785 華邦電元大08購05,"537,980","174,000",57,3.09,2.99,2.82,3.37,2月24日,2.78,2月26日,
085786 華邦電元大0C購02,"211,390","152,000",37,1.39,1.34,1.3,1.46,2月24日,1.28,2月26日,
085787 台光電元大09購01,"95,630","59,000",7,1.62,1.59,1.59,1.67,2月26日,1.51,2月25日,
085788 南亞科元大0A購01,"214,410","108,000",11,1.99,1.96,1.85,2.21,2月25日,1.85,2月26日,
085789 友達元大0A購01,"445,820","126,000",17,3.54,3.59,3.52,4.08,2月25日,3.17,2月24日,
085790 華新科元大0C購01,"20,700","14,000",3,1.48,1.42,1.42,1.5,2月26日,1.42,2月26日,
085791 大立光元大08購08,"13,400","5,000",1,2.68,2.68,2.68,2.68,2月26日,2.68,2月26日,
085793 大立光元大0C購04,"151,700","88,000",11,1.72,1.71,1.51,1.91,2月25日,1.51,2月26日,
085796 創意元大08購06,"95,540","27,000",10,3.54,3.26,2.82,3.65,2月24日,2.82,2月26日,
085797 群創元大0B購02,"1,765,060","644,000",67,2.74,2.69,2.62,3.03,2月25日,2.4,2月24日,
085798 群創元大0C購02,"781,450","402,000",29,1.94,1.87,1.87,2.07,2月25日,1.68,2月24日,
085799 嘉澤元大08購02,"626,300","511,000",6,1.23,1.23,1.19,1.26,2月25日,1.19,2月26日,
085800 嘉澤元大09購01,"224,240","163,000",8,1.38,1.38,1.35,1.43,2月25日,1.32,2月26日,
085801 健策元大08購05,"83,690","62,000",8,1.35,1.35,1.35,1.36,2月26日,1.34,2月26日,
085802 健策元大09購01,"602,490","459,000",10,1.31,1.29,1.25,1.38,2月26日,1.25,2月26日,
085803 日月光元大08購03,"44,930","41,000",2,1.1,1.09,1.09,1.11,2月26日,1.09,2月26日,
085804 日月光元大08購04,"2,332,810","1,785,000",39,1.31,1.31,1.22,1.45,2月25日,1.22,2月26日,
085805 日月光元大0A購02,"317,200","281,000",8,1.13,1.12,1.05,1.23,2月25日,1.05,2月26日,
085806 南電元大08購09,"513,540","199,000",32,2.58,2.44,2.41,2.83,2月25日,2.34,2月24日,
085807 南電元大0C購01,"276,820","152,000",11,1.82,1.77,1.8,1.92,2月25日,1.73,2月24日,
085812 聚陽群益09購01,"560,260","252,000",20,2.22,2.2,2.08,2.48,2月25日,2.03,2月26日,
085813 台積電群益08購23,"69,550","117,000",13,0.59,0.61,0.54,0.68,2月25日,0.54,2月26日,
085814 台積電群益0A購02,"55,000","97,000",12,0.57,0.58,0.52,0.64,2月25日,0.52,2月26日,
085815 旺宏群益09購03,"598,100","175,000",11,3.42,3.61,3.47,3.75,2月25日,3.22,2月26日,
085816 光罩群益09購02,"621,720","301,000",44,2.07,2.08,1.9,2.5,2月24日,1.85,2月26日,
085817 華邦電群益08購05,"272,740","101,000",18,2.7,2.63,2.4,2.92,2月24日,2.4,2月26日,
085818 華邦電群益08購06,"582,800","192,000",41,3.04,2.94,2.79,3.44,2月24日,2.79,2月26日,
085819 宏碁群益09購02,"720,110","372,000",46,1.94,1.93,1.8,2.18,2月25日,1.8,2月26日,
085823 奇力新群益08購04,"410,000","200,000",2,2.05,2.05,2.18,2.18,2月26日,1.92,2月25日,
085824 華新科群益08購04,"52,020","36,000",12,1.44,1.37,1.17,1.74,2月24日,1.17,2月26日,
085826 富邦金群益0A購02,"652,460","373,000",50,1.75,1.73,1.69,1.95,2月25日,1.55,2月24日,
085827 大立光群益08購07,"346,800","170,000",18,2.04,2.04,2.12,2.12,2月25日,1.96,2月24日,
085828 大立光群益09購02,"35,520","27,000",2,1.32,1.27,1.07,1.46,2月24日,1.07,2月26日,
085829 亞光群益08購02,"251,200","120,000",8,2.09,2.02,1.92,2.3,2月24日,1.92,2月25日,
085830 欣興群益08購04,"259,580","147,000",34,1.77,1.75,1.71,2.11,2月24日,1.59,2月25日,
085831 欣興群益09購02,"3,556,100","1,920,000",20,1.85,1.77,1.73,2.16,2月24日,1.61,2月26日,
085833 玉晶光群益09購02,"81,660","54,000",19,1.51,1.47,1.46,1.68,2月24日,1.42,2月25日,
085834 創意群益08購05,"69,210","14,000",5,4.94,4.91,4.77,5.3,2月25日,4.77,2月25日,
085835 松翰群益08購04,"604,010","189,000",20,3.2,3.18,3.03,3.58,2月25日,2.98,2月26日,
085840 世紀鋼群益09購01,"876,850","552,000",13,1.59,1.51,1.52,1.8,2月26日,1.49,2月24日,
085841 國巨國泰0A購01,"747,480","359,000",27,2.08,2.04,1.85,2.36,2月24日,1.85,2月26日,
085842 上緯控國泰0A購01,"1,450","1,000",1,1.45,1.45,1.45,1.45,2月24日,1.45,2月24日,
085843 力山統一0A購01,"12,200","20,000",1,0.61,0.61,0.61,0.61,2月25日,0.61,2月25日,
085844 榮成統一0A購01,"162,150","182,000",12,0.89,0.88,0.87,0.93,2月25日,0.87,2月26日,
085845 鴻海統一0A購14,"108,240","122,000",7,0.89,0.9,0.84,0.95,2月25日,0.84,2月26日,
085846 台積電統一0C購04,"191,100","270,000",13,0.71,0.72,0.66,0.79,2月25日,0.66,2月26日,
085847 台積電統一12購01,"610,040","1,167,000",71,0.52,0.55,0.5,0.59,2月25日,0.49,2月26日,
085848 旺宏統一09購05,"168,480","185,000",21,0.91,0.89,0.88,0.97,2月25日,0.81,2月24日,
085849 旺宏統一0A購02,"189,150","287,000",14,0.66,0.66,0.65,0.68,2月25日,0.64,2月26日,
085851 華邦電統一0A購04,"9,960","12,000",1,0.83,0.83,0.83,0.83,2月26日,0.83,2月26日,
085852 宏碁統一0A購08,"8,480","11,000",2,0.77,0.77,0.77,0.78,2月26日,0.77,2月26日,
085854 華新科統一0A購04,"377,700","459,000",26,0.82,0.82,0.68,1.03,2月24日,0.68,2月26日,
085856 亞光統一0A購01,"21,000","30,000",1,0.7,0.7,0.7,0.7,2月26日,0.7,2月26日,
085857 亞光統一0A購02,"345,090","540,000",13,0.64,0.62,0.65,0.67,2月26日,0.6,2月25日,
085858 亞光統一0A購03,"2,560","4,000",2,0.64,0.64,0.65,0.65,2月26日,0.63,2月25日,
085859 亞光統一0A購04,"9,900","15,000",3,0.66,0.65,0.65,0.67,2月24日,0.65,2月24日,
085860 聯詠統一0A購04,"18,450","27,000",10,0.68,0.67,0.67,0.72,2月24日,0.66,2月24日,
085861 聯詠統一0A購05,"509,780","1,123,000",49,0.45,0.48,0.41,0.59,2月24日,0.39,2月26日,
085862 欣興統一0A購03,"70,080","87,000",4,0.81,0.83,0.86,0.88,2月25日,0.8,2月24日,
085863 欣興統一0A購04,"319,890","405,000",26,0.79,0.75,0.73,0.91,2月24日,0.68,2月26日,
085864 晶技統一09購01,"4,700","10,000",1,0.47,0.47,0.47,0.47,2月26日,0.47,2月26日,
085865 玉晶光統一0A購05,"25,600","40,000",2,0.64,0.64,0.64,0.64,2月26日,0.64,2月26日,
085866 牧德統一0A購01,"342,580","440,000",11,0.78,0.76,0.76,0.8,2月26日,0.76,2月26日,
085867 松翰統一0A購01,"31,800","50,000",3,0.64,0.62,0.62,0.64,2月25日,0.62,2月25日,
085869 景碩台新08購01,"4,660","2,000",2,2.33,2.33,2.33,2.33,2月26日,2.33,2月26日,
085870 華邦電元富0A購07,"4,550","5,000",1,0.91,0.91,0.91,0.91,2月24日,0.91,2月24日,
085871 華邦電元富0A購08,"9,600","10,000",1,0.96,0.96,0.96,0.96,2月24日,0.96,2月24日,
085872 亞光元富0B購01,"231,260","253,000",11,0.91,0.91,0.92,0.94,2月26日,0.86,2月25日,
085873 聯詠元富09購05,"503,900","1,008,000",3,0.5,0.49,0.49,0.5,2月26日,0.49,2月26日,
085874 京鼎元富08購03,"13,080","12,000",2,1.09,1.09,1.12,1.12,2月25日,1.06,2月24日,
085875 松翰元富0B購01,"588,290","447,000",9,1.32,1.27,1.26,1.34,2月24日,1.26,2月25日,
085879 聯電國票09購03,"1,310","1,000",1,1.31,1.31,1.31,1.31,2月24日,1.31,2月24日,
085880 鴻海國票0A購03,"14,400","14,000",3,1.03,1,0.95,1.05,2月25日,0.95,2月26日,
085881 國巨國票09購05,"16,800","13,000",8,1.29,1.33,1.21,1.45,2月25日,1.21,2月26日,
085883 台積電國票08購20,"11,730","17,000",2,0.69,0.69,0.69,0.69,2月26日,0.69,2月26日,
085884 台積電國票09購12,"44,840","71,000",5,0.63,0.68,0.61,0.74,2月24日,0.61,2月26日,
085885 台積電國票09購13,"140,040","106,000",4,1.32,1.27,1.14,1.34,2月25日,1.14,2月26日,
085886 台積電國票09購14,"102,880","94,000",6,1.09,1.14,1.03,1.26,2月24日,1.03,2月26日,
085887 台積電國票09購15,"249,800","200,000",10,1.25,1.22,1.08,1.33,2月24日,1.08,2月26日,
085888 台積電國票0A購01,"855,230","644,000",15,1.33,1.25,1.12,1.45,2月25日,1.12,2月26日,
08588P 緯穎元富03售01,"24,600","110,000",3,0.22,0.22,0.21,0.24,2月22日,0.21,2月26日,
085892 聯發科國票09購06,"16,530","12,000",5,1.38,1.34,1.2,1.56,2月25日,1.2,2月26日,
085893 華新科國票09購01,"47,820","34,000",5,1.41,1.5,1.29,1.75,2月24日,1.29,2月26日,
085894 聯詠國票08購01,"600,770","602,000",11,1,1.03,0.82,1.22,2月24日,0.82,2月26日,
085896 創意國票09購01,"223,210","70,000",11,3.19,2.94,2.95,3.6,2月25日,2.93,2月24日,
085897 日月光國票0A購02,"19,700","24,000",7,0.82,0.78,0.75,0.92,2月24日,0.75,2月26日,
085898 祥碩國票08購02,"624,610","597,000",23,1.05,1.05,1.03,1.14,2月25日,0.97,2月26日,
085899 台郡國票0A購01,"51,000","50,000",1,1.02,1.02,1.02,1.02,2月26日,1.02,2月26日,
085900 南電國票09購02,"284,720","133,000",12,2.14,1.97,2.03,2.39,2月25日,1.81,2月24日,
085903 台積電富邦0B購01,"34,830","30,000",7,1.16,1.15,1.04,1.22,2月25日,1.04,2月26日,
085904 燿華富邦0A購01,"37,600","30,000",3,1.25,1.26,1.23,1.29,2月25日,1.23,2月26日,
085906 萬海富邦09購01,"513,300","587,000",10,0.87,0.9,0.91,0.91,2月26日,0.82,2月26日,
085907 大立光富邦09購04,"139,360","258,000",4,0.54,0.54,0.46,0.62,2月25日,0.46,2月26日,
085908 亞光富邦09購01,"70,640","107,000",16,0.66,0.67,0.66,0.68,2月26日,0.63,2月26日,
085910 貿聯富邦0A購01,"47,800","80,000",5,0.6,0.61,0.58,0.63,2月25日,0.58,2月26日,
085911 彩晶富邦08購01,"73,500","120,000",4,0.61,0.6,0.56,0.69,2月25日,0.56,2月26日,
085913 台積電第一0B購01,"28,320","38,000",3,0.75,0.74,0.74,0.75,2月26日,0.74,2月26日,
085916 友達中信09購03,"1,001,160","1,252,000",70,0.8,0.79,0.73,0.87,2月25日,0.73,2月26日,
085917 友達中信0A購02,"168,940","176,000",29,0.96,0.92,0.84,1.02,2月25日,0.83,2月26日,
085921 臺股指中信0B購11,"48,050","70,000",11,0.69,0.7,0.64,0.75,2月25日,0.64,2月26日,
085923 華新科兆豐08購01,"22,750","25,000",4,0.91,0.84,0.72,0.97,2月25日,0.72,2月26日,
085924 晶豪科兆豐09購02,"846,460","527,000",13,1.61,1.62,1.62,1.68,2月26日,1.59,2月26日,
085925 牧德兆豐09購01,"127,170","107,000",6,1.19,1.17,1.17,1.19,2月26日,1.17,2月26日,
085926 新唐兆豐09購01,"281,330","277,000",7,1.02,1.01,1.01,1.03,2月25日,0.98,2月26日,
085927 和碩兆豐08購01,"2,060","2,000",2,1.03,1.02,1.02,1.04,2月26日,1.02,2月26日,
085928 大立光日盛08購01,"18,400","20,000",1,0.92,0.92,0.92,0.92,2月26日,0.92,2月26日,
085930 景碩日盛08購01,"3,100","2,000",2,1.55,1.55,1.55,1.55,2月26日,1.55,2月26日,
085931 臻鼎日盛08購01,"8,100","10,000",1,0.81,0.81,0.81,0.81,2月26日,0.81,2月26日,
085934 旺宏群益0A購03,"4,612,670","1,921,000",22,2.4,2.36,2.23,2.49,2月25日,2.21,2月26日,
085935 光罩群益09購03,"27,300","16,000",2,1.71,1.72,1.65,1.8,2月25日,1.65,2月26日,
085936 佳世達群益0A購01,"1,268,740","518,000",19,2.45,2.49,2.58,2.58,2月26日,2.34,2月25日,
085937 建準群益09購01,"8,350","5,000",1,1.67,1.67,1.67,1.67,2月25日,1.67,2月25日,
085938 可成群益0A購01,"83,000","50,000",1,1.66,1.66,1.66,1.66,2月26日,1.66,2月26日,
085939 萬海群益08購07,"564,790","211,000",55,2.68,2.7,2.74,2.83,2月25日,2.43,2月26日,
085940 晶豪科群益0B購01,"76,080","38,000",8,2,2.01,2.01,2.01,2月26日,2,2月26日,
085942 大立光群益0C購01,"379,690","379,000",9,1,0.86,0.8,1.03,2月25日,0.8,2月26日,
085944 聯詠群益08購03,"5,460","6,000",2,0.91,0.91,0.91,0.91,2月26日,0.91,2月26日,
085946 玉晶光群益0A購01,"21,410","14,000",5,1.53,1.54,1.52,1.56,2月25日,1.51,2月25日,
085947 京鼎群益09購02,"19,830","11,000",2,1.8,1.86,1.74,1.97,2月25日,1.74,2月26日,
085949 群創群益09購09,"452,050","260,000",20,1.74,1.72,1.64,1.85,2月25日,1.58,2月26日,
085950 祥碩群益08購05,"682,510","355,000",41,1.92,1.96,1.87,2.05,2月25日,1.82,2月26日,
085952 美德醫群益08購01,"258,000","150,000",1,1.72,1.72,1.72,1.72,2月26日,1.72,2月26日,
085953 世紀鋼群益09購02,"30,290","24,000",6,1.26,1.14,1.15,1.36,2月26日,1.12,2月25日,
085954 深中小凱基0B購01,"237,000","200,000",2,1.18,1.18,1.11,1.26,2月25日,1.11,2月26日,
085955 南帝凱基08購01,"18,090","11,000",2,1.64,1.64,1.65,1.65,2月26日,1.63,2月25日,
085956 鴻海凱基08購23,"492,000","290,000",7,1.7,1.7,1.58,1.83,2月25日,1.58,2月26日,
085957 台積電凱基08購34,"356,620","250,000",7,1.43,1.38,1.38,1.44,2月26日,1.38,2月26日,
085960 華邦電凱基08購08,"1,720","2,000",1,0.86,0.86,0.86,0.86,2月25日,0.86,2月25日,
085961 友達凱基08購10,"98,280","48,000",8,2.05,2.01,1.88,2.14,2月25日,1.88,2月26日,
085962 義隆凱基08購05,"12,450","8,000",6,1.56,1.57,1.57,1.63,2月25日,1.51,2月25日,
085963 立隆電凱基08購02,"6,550","7,000",2,0.94,0.92,0.9,0.95,2月25日,0.9,2月26日,
085967 王品凱基08購01,"774,410","827,000",49,0.94,0.92,0.95,0.99,2月26日,0.83,2月26日,
085968 晶豪科凱基08購04,"64,700","30,000",6,2.16,2.17,2.13,2.21,2月25日,2.13,2月26日,
085970 欣興凱基09購01,"165,200","166,000",8,1,0.96,0.98,1.06,2月25日,0.94,2月25日,
085971 玉晶光凱基08購11,"99,980","45,000",7,2.22,2.24,2.21,2.27,2月25日,2.18,2月25日,
085972 群創凱基08購10,"4,740","3,000",1,1.58,1.58,1.58,1.58,2月25日,1.58,2月25日,
085973 健策凱基08購02,"4,030","2,000",2,2.02,2.01,2.01,2.02,2月25日,2.01,2月26日,
085974 臻鼎凱基09購02,"28,420","21,000",2,1.35,1.32,1.32,1.39,2月26日,1.32,2月26日,
085975 松翰凱基08購02,"252,060","360,000",15,0.7,0.68,0.66,0.74,2月25日,0.66,2月26日,
085977 臺股指凱基0B購04,"33,500","32,000",3,1.05,1,1,1.1,2月26日,1,2月26日,
085978 臺股指凱基12購01,"168,940","187,000",15,0.9,0.88,0.76,0.99,2月25日,0.76,2月26日,
085979 聚陽元大08購01,"123,920","92,000",4,1.35,1.38,1.35,1.42,2月25日,1.3,2月26日,
085980 南帝元大09購01,"1,042,050","761,000",19,1.37,1.36,1.31,1.52,2月25日,1.28,2月26日,
085981 聯電元大0C購05,"14,940","18,000",2,0.83,0.83,0.83,0.83,2月26日,0.83,2月26日,
085985 國巨元大0C購04,"727,520","784,000",22,0.93,0.86,0.81,0.95,2月25日,0.81,2月26日,
085986 廣宇元大08購06,"1,634,880","957,000",55,1.71,1.72,1.71,1.87,2月25日,1.61,2月26日,
085987 華邦電元大08購06,"77,050","31,000",8,2.49,2.49,2.37,2.6,2月25日,2.33,2月26日,
085988 華邦電元大0C購03,"56,150","59,000",6,0.95,0.95,0.95,1,2月26日,0.95,2月26日,
085989 宏碁元大08購06,"114,500","68,000",10,1.68,1.66,1.61,1.74,2月25日,1.61,2月26日,
085990 宏碁元大0C購01,"788,970","580,000",44,1.36,1.4,1.33,1.47,2月25日,1.31,2月26日,
085991 技嘉元大08購02,"11,600","7,000",6,1.66,1.62,1.61,1.8,2月25日,1.58,2月26日,
085992 技嘉元大08購03,"210,080","114,000",10,1.84,1.86,1.89,1.89,2月26日,1.71,2月26日,
085993 友達元大08購09,"838,050","302,000",3,2.78,2.78,2.56,2.99,2月25日,2.56,2月26日,
085994 友達元大0B購01,"56,640","24,000",6,2.36,2.36,2.36,2.36,2月25日,2.36,2月25日,
085995 聯發科元大08購14,"44,000","30,000",3,1.47,1.38,1.38,1.56,2月26日,1.38,2月26日,
085996 富邦金元大09購01,"813,750","409,000",52,1.99,1.92,1.72,2.2,2月25日,1.72,2月26日,
085997 富邦金元大0A購01,"136,760","55,000",15,2.49,2.37,2.12,2.64,2月25日,2.12,2月26日,
085998 健和興元大08購01,"20,200","20,000",1,1.01,1.01,1.01,1.01,2月25日,1.01,2月25日,
085999 晶豪科元大08購06,"194,920","78,000",18,2.5,2.5,2.5,2.61,2月26日,2.39,2月26日,
086000 大立光元大08購09,"401,400","281,000",12,1.43,1.48,1.38,1.58,2月25日,1.36,2月26日,
086001 大立光元大0C購05,"24,550","25,000",5,0.98,0.94,0.89,1,2月25日,0.89,2月26日,
086002 大立光元大0C購06,"13,000","15,000",2,0.87,0.82,0.82,0.96,2月26日,0.82,2月26日,
086003 聯詠元大08購06,"82,040","72,000",14,1.14,1.14,1.02,1.33,2月25日,1.02,2月26日,
086004 聯詠元大09購02,"324,730","219,000",30,1.48,1.58,1.43,1.81,2月25日,1.4,2月26日,
086005 聯詠元大0A購01,"106,070","74,000",15,1.43,1.45,1.31,1.66,2月25日,1.3,2月26日,
086009 玉晶光元大0A購02,"18,570","14,000",5,1.33,1.34,1.32,1.35,2月25日,1.31,2月25日,
086010 京鼎元大08購01,"71,000","50,000",1,1.42,1.42,1.42,1.42,2月26日,1.42,2月26日,
086012 日月光元大08購05,"386,160","273,000",6,1.41,1.4,1.4,1.43,2月26日,1.4,2月26日,
086013 日月光元大08購06,"119,530","94,000",5,1.27,1.28,1.28,1.3,2月26日,1.23,2月26日,
086014 日月光元大0C購01,"79,580","49,000",3,1.62,1.6,1.6,1.67,2月26日,1.6,2月26日,
086015 盛群元大08購03,"3,300","2,000",1,1.65,1.65,1.65,1.65,2月25日,1.65,2月25日,
