,民國110年01月,,,,,,,January 2021,,,
證  券  名  稱,成   交   值,成  交  量,成交筆數,均    價,收盤均價,月底收盤價,盤中最高價,,盤中最低價,,成 交 量
,,,,(註一),(註二),End-of-,,日    期,,日    期,週轉率(％)
Security's,Trading,Trading,No. of,Average,Cls. Avg.,Month,Price of,Date of,Price of,Date of,Volume
Code & Name,Value,Volume,Trans.,Price,Price,Closing,Monthly,Monthly,Monthly,Monthly,Turnover
,,,,(Note 1),(Note 2),Price,High,High,Low,Low,Rate(％)
01 水泥工業類,,,,,,,,,,,
Cement,,,,,,,,,,,
084204 瑞昱元大07購08,"11,400","10,000",2,1.14,1.19,1.19,1.19,01/29,1.09,01/29,
084207 聯發科元大07購35,"28,700","20,000",2,1.44,1.44,1.50,1.50,01/29,1.37,01/28,
084208 聯發科元大07購36,"29,800","20,000",2,1.49,1.49,1.55,1.55,01/29,1.43,01/28,
084209 全新元大07購05,"93,000","100,000",2,0.93,0.90,0.90,0.96,01/29,0.90,01/29,
084210 義隆元大07購09,"57,250","45,000",3,1.27,1.25,1.25,1.29,01/29,1.25,01/29,
084214 欣興元大07購15,"2,430","2,000",2,1.22,1.21,1.20,1.23,01/28,1.20,01/29,
084219 合勤控元大07購08,"345,630","232,000",18,1.49,1.49,1.57,1.57,01/29,1.41,01/28,
084222 日月光元大07購15,"253,200","334,000",10,0.76,0.69,0.66,0.78,01/29,0.66,01/29,
084223 致伸元大07購06,"768,600","420,000",20,1.83,1.84,1.85,1.97,01/29,1.78,01/28,
084224 和碩元大07購05,"1,039,440","548,000",30,1.90,1.77,1.71,2.00,01/28,1.71,01/29,
084227 台表科元大07購05,"39,090","26,000",4,1.50,1.46,1.46,1.54,01/29,1.46,01/29,
08422P 玉晶光群益02售03,"64,000","340,000",14,0.19,0.20,0.33,0.33,01/18,0.10,01/05,
084230 聯電統一09購09,"1,005,130","1,847,000",22,0.54,0.52,0.50,0.56,01/28,0.50,01/29,
084231 聯電統一0B購01,"402,650","887,000",22,0.45,0.46,0.45,0.49,01/28,0.45,01/29,
084232 台達電統一09購06,"12,000","15,000",2,0.80,0.80,0.80,0.80,01/29,0.80,01/29,
084235 鴻海統一09購16,"1,380","2,000",1,0.69,0.69,0.69,0.69,01/28,0.69,01/28,
084236 鴻海統一11購02,"14,260","25,000",5,0.57,0.50,0.50,0.60,01/29,0.50,01/29,
084237 台積電統一11購01,"1,042,140","1,283,000",37,0.81,0.79,0.77,0.86,01/29,0.76,01/29,
084238 凱美統一09購01,"98,960","167,000",12,0.59,0.52,0.47,0.64,01/28,0.47,01/29,
084244 聯詠統一09購05,"1,280","2,000",1,0.64,0.64,0.64,0.64,01/29,0.64,01/29,
084245 智原統一09購01,"7,160","9,000",2,0.80,0.80,0.79,0.80,01/28,0.79,01/29,
084247 欣興統一0A購02,"5,880","12,000",1,0.49,0.49,0.49,0.49,01/28,0.49,01/28,
084248 京鼎統一09購01,"43,200","80,000",2,0.54,0.52,0.52,0.56,01/29,0.52,01/29,
084249 祥碩統一09購04,"276,100","275,000",4,1.00,1.02,1.02,1.02,01/29,1.00,01/29,
084251 緯穎統一09購02,"66,280","97,000",8,0.68,0.66,0.64,0.72,01/28,0.64,01/29,
084256 群創元富08購04,"62,400","60,000",2,1.04,0.99,0.99,1.05,01/29,0.99,01/29,
084258 臺指反國票08購02,"94,440","104,000",7,0.91,0.86,0.92,0.92,01/29,0.81,01/28,
084265 台積電國票07購12,"911,500","759,000",51,1.20,1.04,0.99,1.29,01/29,0.99,01/29,
084266 宏碁國票08購02,"618,070","176,000",22,3.51,3.14,2.72,3.92,01/29,2.72,01/29,
084267 友達國票09購03,"37,100","29,000",4,1.28,1.19,1.19,1.31,01/29,1.19,01/29,
084274 貿聯國票08購02,"2,930","2,000",2,1.46,1.46,1.51,1.51,01/29,1.42,01/28,
084277 台積電富邦09購07,"186,780","378,000",8,0.49,0.39,0.39,0.51,01/29,0.39,01/29,
084280 友達中信08購01,"111,410","181,000",6,0.62,0.60,0.60,0.64,01/29,0.60,01/29,
084295 聯電兆豐08購03,"6,200","10,000",1,0.62,0.62,0.62,0.62,01/29,0.62,01/29,
084297 台積電兆豐08購11,"89,600","70,000",4,1.28,1.28,1.28,1.28,01/29,1.28,01/29,
084298 佳世達兆豐08購01,"41,900","25,000",2,1.68,1.70,1.70,1.70,01/29,1.64,01/29,
084301 鴻海日盛0C購01,"154,000","200,000",1,0.77,0.77,0.77,0.77,01/29,0.77,01/29,
084302 台積電日盛14購01,"151,050","95,000",5,1.59,1.50,1.50,1.69,01/29,1.50,01/29,
084303 華城凱基07購01,"4,170","3,000",1,1.39,1.39,1.39,1.39,01/29,1.39,01/29,
084323 祥碩凱基09購01,"200,000","200,000",2,1.00,1.00,1.00,1.00,01/29,1.00,01/29,
084336 鴻海元大07購38,"47,550","85,000",7,0.56,0.55,0.55,0.71,01/29,0.54,01/29,
084338 鴻海元大07購40,"528,000","600,000",2,0.88,0.88,0.88,0.88,01/29,0.88,01/29,
084343 台積電元大07購49,"7,050","5,000",1,1.41,1.41,1.41,1.41,01/29,1.41,01/29,
084347 華邦電元大07購19,"56,650","30,000",3,1.89,1.95,1.95,1.95,01/29,1.86,01/29,
08434P 臺股指凱基03售02,"119,310","10,811,000",94,0.01,0.01,0.01,0.02,01/18,0.01,01/28,
084352 聯發科元大07購39,"7,100","5,000",1,1.42,1.42,1.42,1.42,01/29,1.42,01/29,
084355 萬海元大07購10,"5,120","3,000",2,1.71,1.62,1.62,1.75,01/29,1.62,01/29,
084358 大立光元大07購13,"1,850","1,000",1,1.85,1.85,1.85,1.85,01/29,1.85,01/29,
084364 大銀元大07購01,"16,350","15,000",2,1.09,0.91,0.91,1.18,01/29,0.91,01/29,
084378 國巨統一09購14,"5,500","10,000",1,0.55,0.55,0.55,0.55,01/29,0.55,01/29,
084379 台積電統一09購19,"1,960","4,000",1,0.49,0.49,0.49,0.49,01/29,0.49,01/29,
084380 台積電統一09購20,"2,790","3,000",1,0.93,0.93,0.93,0.93,01/29,0.93,01/29,
084383 台積電統一0B購04,"204,270","317,000",4,0.64,0.62,0.62,0.67,01/29,0.62,01/29,
084385 凱美統一09購02,"13,200","20,000",1,0.66,0.66,0.66,0.66,01/29,0.66,01/29,
084392 聯電元富07購15,"71,200","60,000",4,1.19,1.09,1.09,1.23,01/29,1.09,01/29,
084396 統一國票08購01,"19,820","11,000",3,1.80,1.76,1.76,1.84,01/29,1.76,01/29,
084399 鴻海國票12購01,"79,290","85,000",11,0.93,0.88,0.88,0.99,01/29,0.88,01/29,
084401 台積電國票07購13,"94,600","60,000",2,1.58,1.51,1.51,1.59,01/29,1.51,01/29,
08440P 玉晶光國票01售05,"78,620","416,000",4,0.19,0.29,0.40,0.40,01/12,0.18,01/07,
08443P 臺股指麥證01售02,"26,890","2,689,000",21,0.01,0.01,0.01,0.01,01/12,0.01,01/12,
08463P 台灣50國泰02售02,"1,300","80,000",3,0.02,0.01,0.01,0.02,01/08,0.01,01/19,
08498P 大立光國票01售02,"75,900","900,000",17,0.08,0.07,0.01,0.13,01/08,0.01,01/14,
08510P 大立光富邦03售04,"214,900","620,000",16,0.35,0.41,0.29,0.56,01/18,0.29,01/28,
08532P 國巨元富06售02,"14,500","110,000",4,0.13,0.14,0.11,0.23,01/05,0.11,01/20,
08533P 技嘉元富06售02,300,"1,000",1,0.30,0.30,0.30,0.30,01/08,0.30,01/08,
08534P 玉晶光元富06售02,"1,172,850","1,558,000",86,0.75,0.77,0.73,0.91,01/21,0.65,01/07,
08538P 聯發科國票01售01,"10,300","1,030,000",4,0.01,0.01,0.01,0.01,01/05,0.01,01/05,
08540P 嘉晶國票01售01,120,"4,000",1,0.03,0.03,0.03,0.03,01/11,0.03,01/11,
08541P 景碩國票01售02,"30,780","3,078,000",13,0.01,0.01,0.01,0.01,01/07,0.01,01/07,
08542P 台勝科國票02售01,"1,920","18,000",5,0.11,0.12,0.06,0.18,01/06,0.06,01/13,
08543P 世芯國票01售02,"3,140","312,000",12,0.01,0.02,0.02,0.02,01/14,0.01,01/06,
08554P 玉晶光國票01售06,"642,010","577,000",43,1.11,1.17,1.46,1.58,01/11,0.61,01/04,
08555P 超眾國票01售01,"1,000","20,000",2,0.05,0.05,0.01,0.09,01/07,0.01,01/14,
08561P 台表科國票01售02,300,"30,000",1,0.01,0.01,0.01,0.01,01/18,0.01,01/18,
08562P 南電國票01售03,"1,940","194,000",2,0.01,0.01,0.01,0.01,01/04,0.01,01/04,
08577P 臺指2X中信03售01,620,"31,000",4,0.02,0.02,0.02,0.02,01/12,0.02,01/12,
08587P 聯發科中信01售05,"25,000","2,500,000",8,0.01,0.01,0.01,0.01,01/06,0.01,01/06,
08588P 緯穎元富03售01,"528,770","806,000",27,0.66,0.66,0.33,1.10,01/05,0.27,01/21,
08623P 健策群益01售04,"13,600","110,000",4,0.12,0.16,0.08,0.24,01/06,0.08,01/08,
08635P 大成鋼國票01售01,"1,000","100,000",1,0.01,0.01,0.01,0.01,01/04,0.01,01/04,
08644P 臺股指中信02售02,"5,090","509,000",13,0.01,0.01,0.01,0.01,01/08,0.01,01/08,
08645P 臺股指中信03售01,"2,680","158,000",12,0.02,0.02,0.01,0.02,01/06,0.01,01/12,
08646P 臺股指中信03售02,840,"62,000",5,0.01,0.01,0.01,0.02,01/12,0.01,01/21,
08651P 台灣50群益02售05,500,"50,000",1,0.01,0.01,0.01,0.01,01/18,0.01,01/18,
08655P 大立光群益02售02,"1,200","2,000",2,0.60,0.60,0.67,0.67,01/06,0.53,01/05,
08662P 台積電國泰03售01,40,"1,000",1,0.04,0.04,0.04,0.04,01/06,0.04,01/06,
08666P 智邦國票02售01,"3,000","300,000",5,0.01,0.01,0.01,0.01,01/07,0.01,01/07,
08667P 大立光國票02售01,"760,000","500,000",3,1.52,1.52,1.52,1.52,01/11,1.52,01/11,
08674P 嘉晶元富07售02,"382,240","524,000",16,0.73,0.70,0.74,0.81,01/12,0.63,01/19,
08676P 泰碩群益04售01,"857,920","822,000",31,1.04,1.08,1.17,1.20,01/21,0.97,01/07,
08683P 大立光凱基02售03,"72,390","46,000",4,1.57,1.42,1.73,1.73,01/07,1.14,01/04,
08688P 台灣50中信04售02,"8,990","572,000",23,0.02,0.03,0.02,0.04,01/15,0.01,01/21,
08690P 友訊中信05售03,"416,910","3,202,000",35,0.13,0.13,0.14,0.15,01/18,0.11,01/06,
08706P 台積電統一02售04,300,"15,000",1,0.02,0.02,0.02,0.02,01/08,0.02,01/08,
08710P 鴻海元富07售03,"72,240","852,000",27,0.08,0.08,0.05,0.17,01/04,0.04,01/26,
08711P 鴻海元富07售04,"31,100","320,000",16,0.10,0.06,0.02,0.14,01/04,0.02,01/29,
08715P 創意元富07售02,"462,850","1,519,000",56,0.30,0.30,0.25,0.41,01/04,0.22,01/15,
08719P 華通元大01售04,100,"10,000",1,0.01,0.01,0.01,0.01,01/04,0.01,01/04,
08744P 臺股指凱基02售05,"249,830","24,631,000",185,0.01,0.01,0.01,0.02,01/12,0.01,01/27,
08746P 鴻海元富07售06,"18,050","425,000",11,0.04,0.05,0.03,0.06,01/06,0.03,01/27,
08747P 國巨元富07售06,"174,810","1,104,000",26,0.16,0.15,0.14,0.24,01/05,0.12,01/25,
08748P 台積電元富07售02,"845,620","22,876,000",286,0.04,0.04,0.04,0.05,01/25,0.03,01/29,
08766P 臺股指中信03售03,"25,050","1,007,000",82,0.02,0.03,0.03,0.09,01/04,0.01,01/21,
08770P 上証2X凱基03售04,850,"10,000",2,0.08,0.08,0.06,0.11,01/08,0.06,01/13,
08776P 上証2X群益03售02,"66,400","580,000",10,0.11,0.12,0.04,0.25,01/04,0.03,01/28,
08777P 滬深2X群益03售02,280,"4,000",1,0.07,0.07,0.07,0.07,01/04,0.07,01/04,
08780P 聯發科群益02售06,"1,700","170,000",1,0.01,0.01,0.01,0.01,01/06,0.01,01/06,
08791P 滬深2X中信03售01,900,"10,000",1,0.09,0.09,0.09,0.09,01/04,0.09,01/04,
08792P 聯發科中信02售02,"1,100","20,000",2,0.06,0.10,0.01,0.19,01/05,0.01,01/26,
08793P 聯詠中信07售02,"202,420","1,232,000",51,0.16,0.17,0.15,0.23,01/07,0.13,01/26,
08797P 健策凱基02售03,"55,650","62,000",4,0.90,0.87,0.62,1.21,01/04,0.62,01/12,
08798P 聯發科國票01售03,"17,140","1,714,000",5,0.01,0.01,0.01,0.01,01/08,0.01,01/08,
08803P 鴻海元富07售08,"608,000","4,163,000",51,0.15,0.17,0.13,0.37,01/04,0.08,01/26,
08804P 國巨元富07售08,"92,190","339,000",23,0.27,0.25,0.22,0.37,01/06,0.18,01/25,
08805P 台積電元富07售04,"8,100","253,000",6,0.03,0.04,0.03,0.04,01/26,0.03,01/28,
08806P 技嘉元富07售02,"144,680","238,000",9,0.61,0.60,0.52,0.65,01/07,0.52,01/29,
08807P 可成元富07售02,"525,330","609,000",20,0.86,0.86,0.85,0.90,01/26,0.83,01/28,
08815P 聯發科國泰03售03,"7,400","370,000",3,0.02,0.02,0.02,0.02,01/14,0.02,01/14,
08816P 台積電富邦04售03,980,"31,000",2,0.03,0.06,0.08,0.08,01/26,0.03,01/21,
08819P 上証2X凱基02售01,"42,820","213,000",16,0.20,0.31,0.19,0.58,01/04,0.16,01/29,
08822P 聯發科凱基01售12,400,"40,000",1,0.01,0.01,0.01,0.01,01/06,0.01,01/06,
08826P 健策元大01售08,"2,010","3,000",1,0.67,0.67,0.67,0.67,01/05,0.67,01/05,
08827P 緯穎元大01售05,"22,650","83,000",2,0.27,0.34,0.25,0.44,01/07,0.25,01/11,
08833P 緯穎群益01售03,450,"1,000",1,0.45,0.45,0.45,0.45,01/05,0.45,01/05,
08839P 臺股指麥證01售06,"4,000","400,000",1,0.01,0.01,0.01,0.01,01/07,0.01,01/07,
08840P 臺股指麥證01售07,"4,830","483,000",7,0.01,0.01,0.01,0.01,01/11,0.01,01/11,
08844P 滬深2X元大03售03,480,"2,000",1,0.24,0.24,0.24,0.24,01/04,0.24,01/04,
08847P 滬深2X群益03售06,"89,600","498,000",11,0.18,0.28,0.16,0.39,01/04,0.16,01/18,
08858P 台積電國票01售05,"1,000","100,000",1,0.01,0.01,0.01,0.01,01/04,0.01,01/04,
08859P 奇鋐國票03售01,"2,980","246,000",10,0.01,0.02,0.01,0.03,01/06,0.01,01/18,
08866P 旭富元大01售01,"483,980","363,000",22,1.33,1.22,0.38,1.60,01/04,0.30,01/13,
08868P 欣興凱基02售03,760,"37,000",8,0.02,0.06,0.02,0.11,01/11,0.01,01/11,
08874P 台積電中信07售01,"902,060","28,553,000","1,470",0.03,0.04,0.03,0.05,01/06,0.02,01/27,
08875P 台積電中信07售02,"247,040","10,812,000",930,0.02,0.03,0.03,0.06,01/06,0.02,01/29,
08876P 台積電中信07售03,"51,410","2,219,000",203,0.02,0.03,0.03,0.05,01/07,0.02,01/29,
08877P 臺股指中信04售03,"1,740","6,000",1,0.29,0.29,0.29,0.29,01/07,0.29,01/07,
08883P 台積電國票02售02,"12,360","1,236,000",8,0.01,0.01,0.01,0.01,01/29,0.01,01/29,
08884P 義隆國票02售01,"3,990","43,000",6,0.09,0.13,0.05,0.29,01/04,0.01,01/25,
08887P 聯發科富邦03售06,500,"10,000",1,0.05,0.05,0.05,0.05,01/06,0.05,01/06,
08888P 台積電永豐01售01,200,"20,000",11,0.01,0.01,0.01,0.01,01/14,0.01,01/14,
08890P 為升元大01售04,100,"1,000",1,0.10,0.10,0.10,0.10,01/14,0.10,01/14,
08902P 台灣50中信05售01,"296,600","1,655,000",26,0.18,0.18,0.17,0.33,01/06,0.09,01/21,
08904P 為升國票03售01,"28,600","570,000",6,0.05,0.05,0.05,0.06,01/04,0.05,01/15,
08910P 宏達電凱基01售02,"67,320","288,000",4,0.23,0.24,0.24,0.24,01/08,0.23,01/08,
08920P 臺股指凱基03售07,"87,840","1,348,000",40,0.07,0.06,0.05,0.10,01/04,0.03,01/27,
08921P 台灣50國泰03售01,"1,750","175,000",2,0.01,0.01,0.01,0.01,01/19,0.01,01/19,
08924P 鴻海元富07售10,"1,685,850","6,273,000",133,0.27,0.24,0.20,0.63,01/04,0.12,01/26,
08925P 國巨元富07售10,"186,580","659,000",28,0.28,0.27,0.23,0.39,01/06,0.19,01/25,
08926P 台積電元富07售06,"101,490","2,114,000",44,0.05,0.04,0.05,0.07,01/04,0.03,01/20,
08927P 技嘉元富07售04,"87,210","89,000",11,0.98,0.98,0.92,1.04,01/21,0.91,01/26,
08928P 漢唐元富07售02,"133,620","232,000",9,0.58,0.52,0.44,0.67,01/06,0.38,01/27,
08929P 可成元富07售04,"1,087,650","1,388,000",68,0.78,0.79,0.83,0.84,01/26,0.69,01/15,
08930P 嘉晶元富07售04,"60,140","140,000",17,0.43,0.42,0.43,0.50,01/04,0.36,01/14,
08931P 晶技元富07售02,"979,430","2,210,000",124,0.44,0.51,0.44,0.66,01/06,0.31,01/27,
08940P 聯發科第一01售01,"6,000","600,000",3,0.01,0.01,0.01,0.01,01/05,0.01,01/05,
08941P 臺股指中信04售04,"119,670","1,175,000",8,0.10,0.09,0.05,0.15,01/06,0.05,01/20,
08943P 嘉晶國票03售01,"65,250","870,000",2,0.08,0.08,0.08,0.08,01/20,0.07,01/15,
08950P 臺股指國票01售07,"3,000","300,000",2,0.01,0.01,0.01,0.01,01/04,0.01,01/04,
08952P 台積電元富07售08,"76,270","1,176,000",37,0.06,0.07,0.11,0.13,01/28,0.04,01/20,
08953P 大立光元富07售02,"2,769,180","2,001,000",134,1.38,1.36,1.33,1.61,01/20,1.04,01/04,
08954P 台灣50凱基04售08,"1,440","12,000",1,0.12,0.12,0.12,0.12,01/18,0.12,01/18,
08955P 台灣50凱基04售09,"487,950","5,958,000",64,0.08,0.08,0.05,0.15,01/04,0.02,01/28,
08956P 滬深2X凱基03售04,"286,370","607,000",90,0.47,0.49,0.45,0.75,01/04,0.35,01/25,
08957P 聯電凱基03售02,"5,880","488,000",6,0.01,0.02,0.01,0.02,01/14,0.01,01/15,
08962P 大立光凱基03售05,"305,370","454,000",28,0.67,0.62,0.53,0.81,01/18,0.42,01/04,
08966P 臺指反元大04售07,"2,897,650","1,086,000",111,2.67,2.67,2.56,2.84,01/22,2.56,01/26,
08967P 聯電元大01售03,230,"23,000",23,0.01,0.01,0.01,0.01,01/15,0.01,01/15,
08968P 台表科元大01售04,"53,480","174,000",10,0.31,0.31,0.18,0.41,01/08,0.18,01/18,
08974P 可成群益02售02,"183,060","370,000",4,0.49,0.50,0.49,0.50,01/11,0.47,01/08,
08982P 泰碩凱基01售01,"15,000","10,000",1,1.50,1.50,1.50,1.50,01/04,1.50,01/04,
08984P 玉晶光凱基02售03,"1,331,270","1,624,000",109,0.82,0.72,0.66,1.07,01/21,0.41,01/06,
08985P 台表科兆豐03售02,"265,780","212,000",15,1.25,1.24,1.36,1.36,01/15,1.15,01/05,
08986P 聯發科元富07售06,"1,930,800","11,276,000",236,0.17,0.18,0.14,0.31,01/04,0.11,01/22,
08987P 臻鼎元富07售02,"2,186,340","2,471,000",92,0.88,0.86,0.86,0.95,01/20,0.74,01/26,
08989P 玉晶光國票03售01,"763,120","574,000",51,1.33,1.52,1.03,2.02,01/18,0.95,01/06,
08991P 玉晶光元大01售06,"18,360","13,000",13,1.41,1.50,1.45,1.64,01/12,1.13,01/08,
08996P 華通群益02售05,"67,920","222,000",15,0.31,0.27,0.12,0.36,01/12,0.12,01/25,
08998P 玉晶光群益02售15,"858,130","768,000",23,1.12,1.22,1.15,1.52,01/21,0.68,01/06,
08999P 玉晶光群益02售16,"1,044,090","871,000",28,1.20,1.26,1.23,1.70,01/21,0.92,01/06,
存託憑證,,,,,,,,,,,
TDRs,,,,,,,,,,,
9103   美德醫療-DR,"11,330,107,672","379,775,727","163,360",29.83,28.66,27.50,32.70,01/21,27.10,01/15,
910322 康師傅-DR,"44,009,793","1,712,397",650,25.70,24.74,27.65,28.40,01/29,23.35,01/18,
9105   泰金寶-DR,"921,260,013","243,443,549","44,223",3.78,3.77,3.57,4.17,01/12,3.42,01/26,
910861 神州-DR,"117,824,629","10,736,325","2,620",10.97,10.98,10.55,11.70,01/04,10.05,01/28,
9110   越南控-DR,"26,568,074","9,958,320","2,451",2.67,2.70,2.26,3.11,01/07,2.20,01/28,
911608 明輝-DR,"17,635,175","4,573,793","1,960",3.86,3.85,3.65,4.29,01/04,3.49,01/26,
911616 杜康-DR,"31,181,330","16,085,531","4,605",1.94,1.91,1.77,2.10,01/11,1.77,01/29,
911622 泰聚亨-DR,"27,735,350","6,838,000","1,657",4.06,4.02,3.94,4.33,01/04,3.90,01/22,
911868 同方友友-DR,"34,692,876","22,678,543","4,771",1.53,1.47,1.27,1.81,01/06,1.24,01/25,
912000 晨訊科-DR,"152,203,824","56,393,651","10,511",2.70,2.69,2.56,3.10,01/04,2.39,01/21,
912398 友佳-DR,"43,610,339","10,026,005","5,671",4.35,4.31,4.00,4.65,01/06,3.90,01/25,
9136   巨騰-DR,"68,996,590","7,242,786","2,501",9.53,9.52,9.56,10.05,01/05,9.16,01/18,
9188   精熙-DR,"19,392,289","6,625,113","1,978",2.93,2.91,2.75,3.17,01/12,2.70,01/25,
,,,,,,,,,,,
,,,,,,,,,,,
政府公債,,,,,,,,,,,
Government Bonds,,,,,,,,,,,
A00102 100央債甲02,0,0,0,,,,,,,,
A00104 100央債甲04,0,0,0,,,,,,,,
A00105 100央債甲05,0,0,0,,,,,,,,
A00107 100央債甲07,0,0,0,,,,,,,,
A00108 100央債甲08,0,0,0,,,,,,,,
A00109 100央債甲09,0,0,0,,,,,,,,
A00201 100央債乙01,0,0,0,,,,,,,,
A01102 101央債甲02,0,0,0,,,,,,,,
A01104 101央債甲04,0,0,0,,,,,,,,
A01105 101央債甲05,0,0,0,,,,,,,,
A01107 101央債甲07,0,0,0,,,,,,,,
A01108 101央債甲08,0,0,0,,,,,,,,
A01109 101央債甲09,0,0,0,,,,,,,,
A01201 101央債乙01,0,0,0,,,,,,,,
A01202 101央債乙02,0,0,0,,,,,,,,
A02101 102央債甲01,0,0,0,,,,,,,,
A02103 102央債甲03,0,0,0,,,,,,,,
A02105 102央債甲05,0,0,0,,,,,,,,
A02106 102央債甲06,0,0,0,,,,,,,,
A02108 102央債甲08,0,0,0,,,,,,,,
A02109 102央債甲09,0,0,0,,,,,,,,
A02110 102央債甲10,0,0,0,,,,,,,,
A02201 102央債乙01,0,0,0,,,,,,,,
A03103 103央債甲03,0,0,0,,,,,,,,
A03105 103央債甲05,0,0,0,,,,,,,,
A03106 103央債甲06,0,0,0,,,,,,,,
A03107 103央債甲07,0,0,0,,,,,,,,
A03108 103央債甲08,0,0,0,,,,,,,,
A03111 103央債甲11,0,0,0,,,,,,,,
A03112 103央債甲12,0,0,0,,,,,,,,
A03113 103央債甲13,0,0,0,,,,,,,,
A03114 103央債甲14,0,0,0,,,,,,,,
A03116 103央債甲16,0,0,0,,,,,,,,
A04102 104央債甲02,0,0,0,,,,,,,,
A04104 104央債甲04,0,0,0,,,,,,,,
A04105 104央債甲05,0,0,0,,,,,,,,
A04107 104央債甲07,0,0,0,,,,,,,,
A04108 104央債甲08,0,0,0,,,,,,,,
A04111 104央債甲11,0,0,0,,,,,,,,
A04112 104央債甲12,0,0,0,,,,,,,,
A04114 104央債甲14,0,0,0,,,,,,,,
A05102 105央債甲02,0,0,0,,,,,,,,
A05104 105央債甲04,0,0,0,,,,,,,,
A05105 105央債甲05,0,0,0,,,,,,,,
A05106 105央債甲06,0,0,0,,,,,,,,
A05107 105央債甲07,0,0,0,,,,,,,,
A05108 105央債甲08,0,0,0,,,,,,,,
A05109 105央債甲09,0,0,0,,,,,,,,
A05110 105央債甲10,0,0,0,,,,,,,,
A05111 105央債甲11,0,0,0,,,,,,,,
A05113 105央債甲13,0,0,0,,,,,,,,
A05114 105央債甲14,0,0,0,,,,,,,,
A06102 106央債甲02,0,0,0,,,,,,,,
A06103 106央債甲03,0,0,0,,,,,,,,
A06104 106央債甲04,0,0,0,,,,,,,,
A06105 106央債甲05,0,0,0,,,,,,,,
A06106 106央債甲06,0,0,0,,,,,,,,
A06108 106央債甲08,0,0,0,,,,,,,,
A06109 106央債甲09,0,0,0,,,,,,,,
A06110 106央債甲10,0,0,0,,,,,,,,
A06111 106央債甲11,0,0,0,,,,,,,,
A07101 107央債甲01,0,0,0,,,,,,,,
A07102 107央債甲02,0,0,0,,,,,,,,
A07103 107央債甲03,0,0,0,,,,,,,,
A07104 107央債甲04,0,0,0,,,,,,,,
A07105 107央債甲05,0,0,0,,,,,,,,
A07107 107央債甲07,0,0,0,,,,,,,,
A07108 107央債甲08,0,0,0,,,,,,,,
A07109 107央債甲09,0,0,0,,,,,,,,
A07110 107央債甲10,0,0,0,,,,,,,,
A07111 107央債甲11,0,0,0,,,,,,,,
A08101 108央債甲01,0,0,0,,,,,,,,
A08102 108央債甲02,0,0,0,,,,,,,,
A08103 108央債甲03,0,0,0,,,,,,,,
A08104 108央債甲04,0,0,0,,,,,,,,
A08105 108央債甲05,0,0,0,,,,,,,,
A08106 108央債甲06,0,0,0,,,,,,,,
A08107 108央債甲07,0,0,0,,,,,,,,
A08108 108央債甲08,0,0,0,,,,,,,,
A08109 108央債甲09,0,0,0,,,,,,,,
A08110 108央債甲10,0,0,0,,,,,,,,
A08111 108央債甲11,0,0,0,,,,,,,,
A09101 109央債甲01,0,0,0,,,,,,,,
A09102 109央債甲02,0,0,0,,,,,,,,
A09103 109央債甲03,0,0,0,,,,,,,,
A09104 109央債甲04,0,0,0,,,,,,,,
A09105 109央債甲05,0,0,0,,,,,,,,
A09106 109央債甲06,0,0,0,,,,,,,,
A09107 109央債甲07,0,0,0,,,,,,,,
A09108 109央債甲08,0,0,0,,,,,,,,
A09109 109央債甲09,0,0,0,,,,,,,,
A09110 109央債甲10,0,0,0,,,,,,,,
A09111 109央債甲11,0,0,0,,,,,,,,
A09112 109央債甲12,0,0,0,,,,,,,,
A09113 109央債甲13,0,0,0,,,,,,,,
A10101 110央債甲01,0,0,0,,,,,,,,
A10102 110央債甲02,0,0,0,,,,,,,,
A90102 90央債甲02,0,0,0,,,,,,,,
A90104 90央債甲04,0,0,0,,,,,,,,
A90105 90央債甲05,0,0,0,,,,,,,,
A90108 90央債甲08,0,0,0,,,,,,,,
A90201 90央債乙01,0,0,0,,,,,,,,
A91103 91央債甲03,0,0,0,,,,,,,,
A91107 91央債甲07,0,0,0,,,,,,,,
A92103 92央債甲03,0,0,0,,,,,,,,
A93103 93央債甲03,0,0,0,,,,,,,,
A93106 93央債甲06,0,0,0,,,,,,,,
A93109 93央債甲09,0,0,0,,,,,,,,
A94103 94央債甲03,0,0,0,,,,,,,,
A95102 95央債甲02,0,0,0,,,,,,,,
A95107 95央債甲07,0,0,0,,,,,,,,
A96102 96央債甲02,0,0,0,,,,,,,,
A96107 96央債甲07,0,0,0,,,,,,,,
A97102 97央債甲02,0,0,0,,,,,,,,
A97105 97央債甲05,0,0,0,,,,,,,,
A98102 98央債甲02,0,0,0,,,,,,,,
A98105 98央債甲05,0,0,0,,,,,,,,
A99102 99央債甲02,0,0,0,,,,,,,,
A99104 99央債甲04,0,0,0,,,,,,,,
A99107 99央債甲07,0,0,0,,,,,,,,
A99109 99央債甲09,0,0,0,,,,,,,,
,,,,,,,,,,,
註一：均價係成交值除以成交量。,,,,NOTE 1 : Trading Value / Trading Volume.,,,,,,,
註二：收盤平均價係每日收盤價加總除以交易天數。,,,,NOTE 2 : Summation of Daily Closings / Trading Days for the Month.,,,,,,,
註三：成交量值不含拍賣及標購交易。,,,,NOTE 3 : Trading Volume and Value excluding auction and tender offer trade.,,,,,,,
